Date,Confirmed,Deaths,Recovered,Active,New Cases,Deaths / 100 Cases,Recovered / 100 Cases,Deaths / 100 Recovered,No. of Countries
2021-06-29,181810338,3937870,119299680,58572788,384190,2.17,65.62,3.3,194
2021-06-30,182202715,3947029,119579566,58676120,392400,2.17,65.63,3.3,194
2021-07-01,182641853,3955713,120005935,58680205,439138,2.17,65.71,3.3,194
2021-07-02,183084898,3963988,120299519,58821391,443045,2.17,65.71,3.3,194
2021-07-03,183460016,3970830,120569294,58919892,375118,2.16,65.72,3.29,194
2021-07-04,183786911,3977220,120868182,58941509,326895,2.16,65.77,3.29,194
2021-07-05,184158585,3984684,121235175,58938726,371674,2.16,65.83,3.29,194
2021-07-06,184612350,3993250,121563018,59056082,453765,2.16,65.85,3.28,194
2021-07-07,185076165,4001816,121831181,59243168,463815,2.16,65.83,3.28,194
2021-07-08,185557709,4010661,122123832,59423216,481544,2.16,65.81,3.28,194
2021-07-09,186065839,4019108,122462950,59583781,508130,2.16,65.82,3.28,194
2021-07-10,186471366,4025150,122878183,59568033,405527,2.16,65.9,3.28,194
2021-07-11,186816289,4031832,123142309,59642148,344923,2.16,65.92,3.27,194
2021-07-12,187295774,4041152,123498353,59756269,479485,2.16,65.94,3.27,194
2021-07-13,187815812,4049443,123783323,59983046,520038,2.16,65.91,3.27,194
2021-07-14,188355916,4058138,124111936,60185842,540104,2.15,65.89,3.27,194
2021-07-15,188925263,4066587,124392085,60466591,569347,2.15,65.84,3.27,194
2021-07-16,189525212,4075288,124783760,60666164,599949,2.15,65.84,3.27,194
