S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
16679,29-03-2021,Uttarakhand,99881,1660,96512,1709
16680,30-03-2021,Uttarakhand,99990,1724,96555,1711
16681,31-03-2021,Uttarakhand,100118,1696,96709,1713
16682,01-04-2021,Uttarakhand,100411,1863,96831,1717
16683,02-04-2021,Uttarakhand,100911,2236,96956,1719
16684,03-04-2021,Uttarakhand,101275,2404,97150,1721
16685,04-04-2021,Uttarakhand,101714,2638,97351,1725
16686,05-04-2021,Uttarakhand,102264,3017,97520,1727
16687,06-04-2021,Uttarakhand,102811,3201,97881,1729
16688,07-04-2021,Uttarakhand,103602,3607,98259,1736
16689,08-04-2021,Uttarakhand,104711,4526,98444,1741
16690,09-04-2021,Uttarakhand,105498,5042,98712,1744
16691,10-04-2021,Uttarakhand,106246,5384,99113,1749
16692,11-04-2021,Uttarakhand,107479,6241,99486,1752
16693,12-04-2021,Uttarakhand,108812,7323,99729,1760
16694,13-04-2021,Uttarakhand,110146,7846,100533,1767
16695,14-04-2021,Uttarakhand,112071,9353,100938,1780
16696,15-04-2021,Uttarakhand,114024,10770,101461,1793
16697,16-04-2021,Uttarakhand,116244,12484,101958,1802
16698,17-04-2021,Uttarakhand,118646,13546,103281,1819
16699,18-04-2021,Uttarakhand,121403,15386,104161,1856
16700,19-04-2021,Uttarakhand,124033,17293,104872,1868
16701,20-04-2021,Uttarakhand,126193,18864,105437,1892
16702,21-04-2021,Uttarakhand,129205,21014,106272,1919
16703,22-04-2021,Uttarakhand,134012,24893,107166,1953
16704,23-04-2021,Uttarakhand,138010,26980,109058,1972
16705,24-04-2021,Uttarakhand,142349,29949,110379,2021
16706,25-04-2021,Uttarakhand,147433,33330,112001,2102
16707,26-04-2021,Uttarakhand,151801,35864,113791,2146
16708,27-04-2021,Uttarakhand,156859,39031,115615,2213
16709,28-04-2021,Uttarakhand,162562,43032,117221,2309
16710,29-04-2021,Uttarakhand,168616,45383,120816,2417
16711,30-04-2021,Uttarakhand,174867,48319,124046,2502
16712,01-05-2021,Uttarakhand,180521,49492,128405,2624
16713,02-05-2021,Uttarakhand,186014,51127,132156,2731
16714,03-05-2021,Uttarakhand,191620,53612,135206,2802
16715,04-05-2021,Uttarakhand,197023,55436,138657,2930
16716,05-05-2021,Uttarakhand,204051,56627,144409,3015
16717,06-05-2021,Uttarakhand,211834,59526,149166,3142
16718,07-05-2021,Uttarakhand,220351,62911,154147,3293
16719,08-05-2021,Uttarakhand,229993,67691,158872,3430
16720,09-05-2021,Uttarakhand,238383,71174,163661,3548
16721,10-05-2021,Uttarakhand,244273,74114,166431,3728
16722,11-05-2021,Uttarakhand,249814,74480,171438,3896
16723,12-05-2021,Uttarakhand,256934,76500,176420,4014
16724,13-05-2021,Uttarakhand,264683,77082,183478,4123
16725,14-05-2021,Uttarakhand,264683,77082,183478,4123
16726,15-05-2021,Uttarakhand,271810,78304,189261,4245
16727,16-05-2021,Uttarakhand,283239,80000,198616,4623
16728,17-05-2021,Uttarakhand,287286,78802,203673,4811
16729,18-05-2021,Uttarakhand,291005,78608,207363,5034
16730,19-05-2021,Uttarakhand,295790,76232,214426,5132
16731,20-05-2021,Uttarakhand,300282,73172,221785,5325
16732,21-05-2021,Uttarakhand,303940,68643,229813,5484
16733,22-05-2021,Uttarakhand,307566,63373,238593,5600
16734,23-05-2021,Uttarakhand,310469,57929,246806,5734
16735,24-05-2021,Uttarakhand,313519,54735,252979,5805
16736,25-05-2021,Uttarakhand,315590,49579,260084,5927
16737,26-05-2021,Uttarakhand,318346,45568,266758,6020
16738,27-05-2021,Uttarakhand,321337,43520,271704,6113
16739,28-05-2021,Uttarakhand,323483,39237,278045,6201
16740,30-05-2021,Uttarakhand,327112,31110,289642,6360
16741,31-05-2021,Uttarakhand,328338,30357,291580,6401
16742,01-06-2021,Uttarakhand,329494,28371,294671,6452
16743,02-06-2021,Uttarakhand,330475,27216,296762,6497
16744,03-06-2021,Uttarakhand,331478,25366,299577,6535
16745,04-06-2021,Uttarakhand,332067,22530,302964,6573
16746,05-06-2021,Uttarakhand,332959,19283,307045,6631
16747,06-06-2021,Uttarakhand,333578,17305,309609,6664
16748,07-06-2021,Uttarakhand,334024,16125,311200,6699
16749,08-06-2021,Uttarakhand,334419,14122,313566,6731
16750,09-06-2021,Uttarakhand,334965,11885,316283,6797
16751,10-06-2021,Uttarakhand,335478,9258,319371,6849
16752,11-06-2021,Uttarakhand,335866,6641,322347,6878
16753,12-06-2021,Uttarakhand,336153,5277,323967,6909
16754,13-06-2021,Uttarakhand,336616,5021,324667,6928
16755,14-06-2021,Uttarakhand,336879,4633,325311,6935
16756,15-06-2021,Uttarakhand,337175,3908,326307,6960
16757,16-06-2021,Uttarakhand,337449,3642,326822,6985
16758,17-06-2021,Uttarakhand,337802,3572,327233,6997
16759,18-06-2021,Uttarakhand,338066,3471,327584,7011
16760,19-06-2021,Uttarakhand,338288,3231,328040,7017
16761,20-06-2021,Uttarakhand,338508,3220,328262,7026
16762,21-06-2021,Uttarakhand,338644,3136,328473,7035
16763,22-06-2021,Uttarakhand,338807,2964,328799,7044
16764,23-06-2021,Uttarakhand,338978,2896,329030,7052
16765,25-06-2021,Uttarakhand,339245,2739,329432,7074
16766,26-06-2021,Uttarakhand,339373,2627,329663,7083
16767,27-06-2021,Uttarakhand,339537,2510,329941,7086
16768,28-06-2021,Uttarakhand,339619,2465,330066,7088
16769,29-06-2021,Uttarakhand,339739,2294,330353,7092
16770,30-06-2021,Uttarakhand,339933,2245,330593,7095
16771,01-07-2021,Uttarakhand,340255,2101,330838,7316
16772,02-07-2021,Uttarakhand,340379,1966,331089,7324
16773,03-07-2021,Uttarakhand,340488,1864,331297,7327
16774,04-07-2021,Uttarakhand,340646,1821,331494,7331
16775,05-07-2021,Uttarakhand,340724,1749,331642,7333
16776,06-07-2021,Uttarakhand,340793,1555,331903,7335
16777,07-07-2021,Uttarakhand,340882,1538,332006,7338
16778,08-07-2021,Uttarakhand,340959,1506,332115,7338
16779,09-07-2021,Uttarakhand,341023,1445,332240,7338
16780,10-07-2021,Uttarakhand,341088,1319,332431,7338
16781,11-07-2021,Uttarakhand,341137,1165,332634,7338
16782,12-07-2021,Uttarakhand,341179,1094,332746,7339
16783,13-07-2021,Uttarakhand,341230,932,332957,7341
16784,14-07-2021,Uttarakhand,341274,819,333104,7351
16785,19-03-2020,West Bengal,1,1,0,0
16786,20-03-2020,West Bengal,1,1,0,0
16787,21-03-2020,West Bengal,2,2,0,0
16788,22-03-2020,West Bengal,4,4,0,0
16789,23-03-2020,West Bengal,7,7,0,0
16790,24-03-2020,West Bengal,7,6,0,1
16791,25-03-2020,West Bengal,9,8,0,1
16792,26-03-2020,West Bengal,9,8,0,1
16793,27-03-2020,West Bengal,10,9,0,1
16794,28-03-2020,West Bengal,15,14,0,1
16795,29-03-2020,West Bengal,17,16,0,1
16796,30-03-2020,West Bengal,19,18,0,1
16797,31-03-2020,West Bengal,26,24,0,2
16798,01-04-2020,West Bengal,26,24,0,2
16799,02-04-2020,West Bengal,37,28,6,3
16800,03-04-2020,West Bengal,53,47,3,3
16801,04-04-2020,West Bengal,63,57,3,3
16802,05-04-2020,West Bengal,69,56,10,3
16803,06-04-2020,West Bengal,80,67,10,3
16804,07-04-2020,West Bengal,91,75,13,3
16805,08-04-2020,West Bengal,99,81,13,5
16806,09-04-2020,West Bengal,103,82,16,5
16807,10-04-2020,West Bengal,116,95,16,5
16808,11-04-2020,West Bengal,116,95,16,5
16809,12-04-2020,West Bengal,134,110,19,5
16810,13-04-2020,West Bengal,152,116,29,7
16811,14-04-2020,West Bengal,190,147,36,7
16812,15-04-2020,West Bengal,213,169,37,7
16813,16-04-2020,West Bengal,231,182,42,7
16814,17-04-2020,West Bengal,255,194,51,10
16815,18-04-2020,West Bengal,287,222,55,10
16816,19-04-2020,West Bengal,310,236,62,12
16817,20-04-2020,West Bengal,339,261,66,12
16818,21-04-2020,West Bengal,392,307,73,12
16819,22-04-2020,West Bengal,423,335,73,15
16820,23-04-2020,West Bengal,456,362,79,15
16821,24-04-2020,West Bengal,514,396,103,15
16822,25-04-2020,West Bengal,571,450,103,18
16823,26-04-2020,West Bengal,611,488,105,18
16824,27-04-2020,West Bengal,649,524,105,20
16825,28-04-2020,West Bengal,697,568,109,20
16826,29-04-2020,West Bengal,725,584,119,22
16827,30-04-2020,West Bengal,758,612,124,22
16828,01-05-2020,West Bengal,795,623,139,33
16829,02-05-2020,West Bengal,795,623,139,33
16830,03-05-2020,West Bengal,922,738,151,33
16831,04-05-2020,West Bengal,963,777,151,35
16832,05-05-2020,West Bengal,1259,908,218,133
16833,06-05-2020,West Bengal,1344,840,364,140
16834,07-05-2020,West Bengal,1456,948,364,144
16835,08-05-2020,West Bengal,1548,1033,364,151
16836,09-05-2020,West Bengal,1678,1154,364,160
16837,10-05-2020,West Bengal,1786,1243,372,171
16838,11-05-2020,West Bengal,1939,1337,417,185
16839,12-05-2020,West Bengal,2063,1374,499,190
16840,13-05-2020,West Bengal,2173,1363,612,198
16841,14-05-2020,West Bengal,2290,1381,702,207
16842,15-05-2020,West Bengal,2377,1394,768,215
16843,16-05-2020,West Bengal,2461,1407,829,225
16844,17-05-2020,West Bengal,2576,1472,872,232
16845,18-05-2020,West Bengal,2677,1480,959,238
16846,19-05-2020,West Bengal,2825,1575,1006,244
16847,20-05-2020,West Bengal,2961,1637,1074,250
16848,21-05-2020,West Bengal,3103,1714,1136,253
16849,22-05-2020,West Bengal,3197,1745,1193,259
16850,23-05-2020,West Bengal,3332,1846,1221,265
16851,24-05-2020,West Bengal,3459,1909,1281,269
16852,25-05-2020,West Bengal,3667,2056,1339,272
16853,26-05-2020,West Bengal,3816,2124,1414,278
16854,27-05-2020,West Bengal,4009,2240,1486,283
16855,28-05-2020,West Bengal,4192,2325,1578,289
16856,29-05-2020,West Bengal,4536,2573,1668,295
16857,30-05-2020,West Bengal,4813,2736,1775,302
16858,31-05-2020,West Bengal,5130,2851,1970,309
16859,01-06-2020,West Bengal,5501,3027,2157,317
16860,02-06-2020,West Bengal,5772,3141,2306,325
16861,03-06-2020,West Bengal,6168,3423,2410,335
16862,04-06-2020,West Bengal,6508,3583,2580,345
16863,05-06-2020,West Bengal,6876,3753,2768,355
16864,06-06-2020,West Bengal,7303,4025,2912,366
16865,07-06-2020,West Bengal,7738,4236,3119,383
16866,08-06-2020,West Bengal,8187,4488,3303,396
16867,09-06-2020,West Bengal,8613,4743,3465,405
16868,10-06-2020,West Bengal,8985,4950,3620,415
16869,11-06-2020,West Bengal,9328,5117,3779,432
16870,12-06-2020,West Bengal,9768,5338,3988,442
16871,13-06-2020,West Bengal,10244,5587,4206,451
16872,14-06-2020,West Bengal,10698,5693,4542,463
16873,15-06-2020,West Bengal,11087,5552,5060,475
16874,16-06-2020,West Bengal,11494,5515,5494,485
16875,17-06-2020,West Bengal,11909,5386,6028,495
16876,18-06-2020,West Bengal,12300,5261,6533,506
16877,19-06-2020,West Bengal,12735,5216,7001,518
16878,20-06-2020,West Bengal,13090,5258,7303,529
16879,21-06-2020,West Bengal,13531,5126,7865,540
16880,22-06-2020,West Bengal,13945,5093,8297,555
16881,23-06-2020,West Bengal,14358,5102,8687,569
16882,24-06-2020,West Bengal,14728,4930,9218,580
16883,25-06-2020,West Bengal,15173,4880,9702,591
16884,26-06-2020,West Bengal,15648,4852,10190,606
16885,27-06-2020,West Bengal,16190,5039,10535,616
16886,28-06-2020,West Bengal,16711,5293,10789,629
16887,29-06-2020,West Bengal,17283,5451,11193,639
16888,30-06-2020,West Bengal,17907,5535,11719,653
16889,01-07-2020,West Bengal,18559,5761,12130,668
16890,02-07-2020,West Bengal,19170,5959,12528,683
16891,03-07-2020,West Bengal,19819,6083,13037,699
16892,04-07-2020,West Bengal,20488,6200,13571,717
16893,05-07-2020,West Bengal,21231,6329,14166,736
16894,06-07-2020,West Bengal,22126,6658,14711,757
16895,07-07-2020,West Bengal,22987,6973,15235,779
16896,08-07-2020,West Bengal,23837,7243,15790,804
16897,09-07-2020,West Bengal,24823,7705,16291,827
16898,10-07-2020,West Bengal,25911,8231,16826,854
16899,11-07-2020,West Bengal,27109,8881,17348,880
16900,12-07-2020,West Bengal,28453,9588,17959,906
16901,13-07-2020,West Bengal,30013,10500,18581,932
16902,14-07-2020,West Bengal,31448,11279,19213,956
16903,15-07-2020,West Bengal,32838,11927,19931,980
16904,16-07-2020,West Bengal,34427,12747,20680,1000
16905,17-07-2020,West Bengal,36117,13679,21415,1023
16906,18-07-2020,West Bengal,38011,14709,22253,1049
16907,19-07-2020,West Bengal,40209,15594,23539,1076
16908,20-07-2020,West Bengal,42487,16492,24883,1112
16909,21-07-2020,West Bengal,44769,17204,26418,1147
16910,22-07-2020,West Bengal,47030,17813,28035,1182
16911,23-07-2020,West Bengal,49321,18450,29650,1221
16912,24-07-2020,West Bengal,51757,18846,31656,1255
16913,25-07-2020,West Bengal,53973,19154,33529,1290
16914,26-07-2020,West Bengal,56377,19391,35654,1332
16915,27-07-2020,West Bengal,58718,19595,37751,1372
16916,28-07-2020,West Bengal,60830,19502,39917,1411
16917,29-07-2020,West Bengal,62964,19493,42022,1449
16918,30-07-2020,West Bengal,65258,19652,44116,1490
16919,31-07-2020,West Bengal,67692,19900,46256,1536
16920,01-08-2020,West Bengal,70188,20233,48374,1581
16921,02-08-2020,West Bengal,72777,20631,50517,1629
16922,03-08-2020,West Bengal,75516,21108,52730,1678
16923,04-08-2020,West Bengal,78232,21683,54818,1731
16924,05-08-2020,West Bengal,80984,22315,56884,1785
16925,06-08-2020,West Bengal,83800,22992,58962,1846
16926,07-08-2020,West Bengal,86754,23829,61023,1902
16927,08-08-2020,West Bengal,89666,24652,63060,1954
16928,09-08-2020,West Bengal,92615,25486,65124,2005
16929,10-08-2020,West Bengal,95554,26375,67120,2059
16930,11-08-2020,West Bengal,98459,26031,70328,2100
16931,12-08-2020,West Bengal,101390,25846,73395,2149
16932,13-08-2020,West Bengal,104326,26003,76120,2203
16933,14-08-2020,West Bengal,107323,26447,78617,2259
16934,15-08-2020,West Bengal,110358,26850,81189,2319
16935,16-08-2020,West Bengal,113432,27219,83836,2377
16936,17-08-2020,West Bengal,116498,27299,86771,2428
16937,18-08-2020,West Bengal,119578,27402,89703,2473
16938,19-08-2020,West Bengal,122753,27535,92690,2528
16939,20-08-2020,West Bengal,125922,27678,95663,2581
16940,21-08-2020,West Bengal,129119,27696,98789,2634
16941,22-08-2020,West Bengal,132364,27804,101871,2689
16942,23-08-2020,West Bengal,135596,27900,104959,2737
16943,24-08-2020,West Bengal,138870,28069,108007,2794
16944,25-08-2020,West Bengal,141837,27694,111292,2851
16945,26-08-2020,West Bengal,144801,27349,114543,2909
16946,27-08-2020,West Bengal,147775,26954,117857,2964
16947,28-08-2020,West Bengal,150772,26709,121046,3017
16948,29-08-2020,West Bengal,153754,26349,124332,3073
16949,30-08-2020,West Bengal,156766,25996,127644,3126
16950,31-08-2020,West Bengal,159785,25657,130952,3176
16951,01-09-2020,West Bengal,162778,25280,134270,3228
16952,02-09-2020,West Bengal,165721,24822,137616,3283
16953,03-09-2020,West Bengal,168697,24445,140913,3339
16954,04-09-2020,West Bengal,171681,24039,144248,3394
16955,05-09-2020,West Bengal,174659,23654,147553,3452
16956,06-09-2020,West Bengal,177701,23390,150801,3510
16957,07-09-2020,West Bengal,180788,23218,154008,3562
16958,08-09-2020,West Bengal,183865,23216,157029,3620
16959,09-09-2020,West Bengal,186956,23254,160025,3677
16960,10-09-2020,West Bengal,190063,23341,162992,3730
16961,11-09-2020,West Bengal,193175,23377,166027,3771
16962,12-09-2020,West Bengal,196332,23461,169043,3828
16963,13-09-2020,West Bengal,199493,23521,172085,3887
16964,14-09-2020,West Bengal,202708,23624,175139,3945
16965,15-09-2020,West Bengal,205919,23693,178223,4003
16966,16-09-2020,West Bengal,209146,23942,181142,4062
16967,17-09-2020,West Bengal,212383,24147,184113,4123
16968,18-09-2020,West Bengal,215580,24336,187061,4183
16969,19-09-2020,West Bengal,218772,24509,190021,4242
16970,20-09-2020,West Bengal,221960,24648,193014,4298
16971,21-09-2020,West Bengal,225137,24806,195972,4359
16972,22-09-2020,West Bengal,228302,24898,198983,4421
16973,23-09-2020,West Bengal,231484,24971,202030,4483
16974,24-09-2020,West Bengal,234673,25101,205028,4544
16975,25-09-2020,West Bengal,237869,25221,208042,4606
16976,26-09-2020,West Bengal,241059,25374,211020,4665
16977,27-09-2020,West Bengal,244240,25544,213975,4721
16978,28-09-2020,West Bengal,247425,25723,216921,4781
16979,29-09-2020,West Bengal,250580,25899,219844,4837
16980,30-09-2020,West Bengal,253768,26064,222805,4899
16981,01-10-2020,West Bengal,257049,26332,225759,4958
16982,02-10-2020,West Bengal,260324,26552,228755,5017
16983,03-10-2020,West Bengal,263634,26865,231699,5070
16984,04-10-2020,West Bengal,266974,27130,234712,5132
16985,05-10-2020,West Bengal,270331,27439,237698,5194
16986,06-10-2020,West Bengal,273679,27717,240707,5255
16987,07-10-2020,West Bengal,277049,27988,243743,5318
16988,08-10-2020,West Bengal,280504,28361,246767,5376
16989,09-10-2020,West Bengal,284030,28854,249737,5439
16990,10-10-2020,West Bengal,287603,29296,252806,5501
16991,11-10-2020,West Bengal,291194,29793,255838,5563
16992,12-10-2020,West Bengal,294806,30236,258948,5622
16993,13-10-2020,West Bengal,298389,30604,262103,5682
16994,14-10-2020,West Bengal,302020,30988,265288,5744
16995,15-10-2020,West Bengal,305697,31505,268384,5808
16996,16-10-2020,West Bengal,309417,31984,271563,5870
16997,17-10-2020,West Bengal,313188,32500,274757,5931
16998,18-10-2020,West Bengal,317053,33121,277940,5992
16999,19-10-2020,West Bengal,321036,33927,281053,6056
17000,20-10-2020,West Bengal,325028,34584,284325,6119
17001,21-10-2020,West Bengal,329057,35170,287707,6180
17002,22-10-2020,West Bengal,333126,35579,291303,6244
17003,23-10-2020,West Bengal,337283,36064,294911,6308
17004,24-10-2020,West Bengal,341426,36471,298587,6368
17005,25-10-2020,West Bengal,345574,36807,302340,6427
17006,26-10-2020,West Bengal,349701,37017,306197,6487
17007,27-10-2020,West Bengal,353822,37190,310086,6546
17008,28-10-2020,West Bengal,357779,37172,314003,6604
17009,29-10-2020,West Bengal,361703,37111,317928,6664
17010,30-10-2020,West Bengal,365692,37094,321873,6725
17011,31-10-2020,West Bengal,369671,36999,325888,6784
17012,01-11-2020,West Bengal,373664,36886,329937,6841
17013,02-11-2020,West Bengal,377651,36761,333990,6900
17014,03-11-2020,West Bengal,381608,36576,338075,6957
17015,04-11-2020,West Bengal,385589,36443,342133,7013
17016,05-11-2020,West Bengal,389576,36246,346262,7068
17017,06-11-2020,West Bengal,393524,35953,350449,7122
17018,07-11-2020,West Bengal,397466,35557,354732,7177
17019,08-11-2020,West Bengal,401394,35088,359071,7235
17020,09-11-2020,West Bengal,405314,34566,363454,7294
17021,10-11-2020,West Bengal,409221,34021,367850,7350
17022,11-11-2020,West Bengal,413112,33444,372265,7403
17023,12-11-2020,West Bengal,416984,32836,376696,7452
17024,13-11-2020,West Bengal,420840,32185,381149,7506
17025,14-11-2020,West Bengal,424675,31501,385617,7557
17026,15-11-2020,West Bengal,428498,30792,390096,7610
17027,16-11-2020,West Bengal,431551,29314,394576,7661
17028,17-11-2020,West Bengal,434563,27897,398952,7714
17029,18-11-2020,West Bengal,438217,27111,403340,7766
17030,19-11-2020,West Bengal,441885,26296,407769,7820
17031,20-11-2020,West Bengal,445505,25873,411759,7873
17032,21-11-2020,West Bengal,449131,25599,415609,7923
17033,22-11-2020,West Bengal,452770,25391,419403,7976
17034,23-11-2020,West Bengal,456361,25207,423129,8025
17035,24-11-2020,West Bengal,459918,25030,426816,8072
17036,25-11-2020,West Bengal,463463,24880,430462,8121
17037,26-11-2020,West Bengal,466991,24752,434067,8172
17038,27-11-2020,West Bengal,470498,24670,437604,8224
17039,28-11-2020,West Bengal,473987,24617,441100,8270
17040,29-11-2020,West Bengal,477446,24537,444587,8322
17041,30-11-2020,West Bengal,480813,24405,448032,8376
17042,01-12-2020,West Bengal,483484,24298,450762,8424
17043,02-12-2020,West Bengal,486799,24221,454102,8476
17044,03-12-2020,West Bengal,490070,24166,457377,8527
17045,04-12-2020,West Bengal,493316,24106,460634,8576
17046,05-12-2020,West Bengal,496522,24045,463849,8628
17047,06-12-2020,West Bengal,499697,23964,467056,8677
17048,07-12-2020,West Bengal,502840,23894,470223,8723
17049,08-12-2020,West Bengal,505054,23829,472454,8771
17050,09-12-2020,West Bengal,507995,23750,475425,8820
17051,10-12-2020,West Bengal,510951,23650,478434,8867
17052,11-12-2020,West Bengal,513752,23451,481385,8916
17053,12-12-2020,West Bengal,516505,23281,484258,8966
17054,13-12-2020,West Bengal,519215,23034,487171,9010
17055,14-12-2020,West Bengal,521795,22573,490165,9057
17056,15-12-2020,West Bengal,523629,21384,493145,9100
17057,17-12-2020,West Bengal,528211,20143,498877,9191
17058,18-12-2020,West Bengal,530456,19597,501624,9235
17059,19-12-2020,West Bengal,532695,19065,504353,9277
17060,20-12-2020,West Bengal,534850,18460,507070,9320
17061,21-12-2020,West Bengal,536828,17771,509697,9360
17062,22-12-2020,West Bengal,538343,16903,512039,9401
17063,23-12-2020,West Bengal,539996,16248,514309,9439
17064,24-12-2020,West Bengal,541624,15689,516462,9473
17065,25-12-2020,West Bengal,543214,15193,518516,9505
17066,26-12-2020,West Bengal,544755,14749,520470,9536
17067,27-12-2020,West Bengal,546008,14108,522331,9569
17068,28-12-2020,West Bengal,547443,13774,524071,9598
17069,29-12-2020,West Bengal,548471,13161,525685,9625
17070,30-12-2020,West Bengal,549715,12788,527272,9655
17071,31-12-2020,West Bengal,550893,12381,528829,9683
17072,03-01-2021,West Bengal,554079,11008,533305,9766
17073,04-01-2021,West Bengal,554975,10446,534737,9792
17074,05-01-2021,West Bengal,555572,9671,536084,9817
17075,06-01-2021,West Bengal,556384,9293,537250,9841
17076,07-01-2021,West Bengal,557252,8868,538521,9863
17077,08-01-2021,West Bengal,558173,8476,539816,9881
17078,09-01-2021,West Bengal,559099,8245,540952,9902
17079,10-01-2021,West Bengal,559886,8034,541930,9922
17080,11-01-2021,West Bengal,560709,7881,542887,9941
17081,12-01-2021,West Bengal,561321,7538,543826,9957
17082,13-01-2021,West Bengal,562072,7392,544705,9975
17083,14-01-2021,West Bengal,562795,7303,545499,9993
17084,15-01-2021,West Bengal,563475,7272,546193,10010
17085,16-01-2021,West Bengal,564098,7223,546849,10026
17086,17-01-2021,West Bengal,564707,7151,547515,10041
17087,18-01-2021,West Bengal,565272,7083,548136,10053
17088,19-01-2021,West Bengal,565661,6893,548705,10063
17089,20-01-2021,West Bengal,566073,6781,549218,10074
17090,21-01-2021,West Bengal,566482,6675,549727,10080
17091,22-01-2021,West Bengal,566898,6565,550244,10089
17092,23-01-2021,West Bengal,567304,6470,550737,10097
17093,24-01-2021,West Bengal,567714,6396,551211,10107
17094,25-01-2021,West Bengal,568103,6323,551665,10115
17095,27-01-2021,West Bengal,568650,6028,552491,10131
17096,28-01-2021,West Bengal,568884,5868,552877,10139
17097,29-01-2021,West Bengal,569173,5781,553244,10148
17098,30-01-2021,West Bengal,569459,5711,553593,10155
17099,31-01-2021,West Bengal,569769,5671,553934,10164
