S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
7569,01-06-2020,Karnataka,3221,1952,1218,51
7570,02-06-2020,Karnataka,3408,2028,1328,52
7571,03-06-2020,Karnataka,3796,2341,1403,52
7572,04-06-2020,Karnataka,4063,2496,1514,53
7573,05-06-2020,Karnataka,4320,2653,1610,57
7574,06-06-2020,Karnataka,4835,3090,1688,57
7575,07-06-2020,Karnataka,5213,3186,1968,59
7576,08-06-2020,Karnataka,5452,3259,2132,61
7577,09-06-2020,Karnataka,5760,3177,2519,64
7578,10-06-2020,Karnataka,5921,3251,2604,66
7579,11-06-2020,Karnataka,6041,3110,2862,69
7580,12-06-2020,Karnataka,6245,3196,2977,72
7581,13-06-2020,Karnataka,6516,2997,3440,79
7582,14-06-2020,Karnataka,6824,3095,3648,81
7583,15-06-2020,Karnataka,7000,2959,3955,86
7584,16-06-2020,Karnataka,7213,2989,4135,89
7585,17-06-2020,Karnataka,7530,2980,4456,94
7586,18-06-2020,Karnataka,7734,2828,4804,102
7587,19-06-2020,Karnataka,7944,2847,4983,114
7588,20-06-2020,Karnataka,8281,2947,5210,124
7589,21-06-2020,Karnataka,8697,3174,5391,132
7590,22-06-2020,Karnataka,9150,3395,5618,137
7591,23-06-2020,Karnataka,9399,3527,5730,142
7592,24-06-2020,Karnataka,9721,3567,6004,150
7593,25-06-2020,Karnataka,10118,3803,6151,164
7594,26-06-2020,Karnataka,10560,3720,6670,170
7595,27-06-2020,Karnataka,11005,3909,6916,180
7596,28-06-2020,Karnataka,11923,4445,7287,191
7597,29-06-2020,Karnataka,13190,5476,7507,207
7598,30-06-2020,Karnataka,14295,6386,7683,226
7599,01-07-2020,Karnataka,15242,7078,7918,246
7600,02-07-2020,Karnataka,16514,8198,8063,253
7601,03-07-2020,Karnataka,18016,9410,8334,272
7602,04-07-2020,Karnataka,19710,10612,8805,293
7603,05-07-2020,Karnataka,21549,11970,9244,335
7604,06-07-2020,Karnataka,23474,13255,9847,372
7605,07-07-2020,Karnataka,25317,14389,10527,401
7606,08-07-2020,Karnataka,26815,15301,11098,416
7607,09-07-2020,Karnataka,28877,16531,11876,470
7608,10-07-2020,Karnataka,31105,17786,12833,486
7609,11-07-2020,Karnataka,33418,19039,13836,543
7610,12-07-2020,Karnataka,36216,20887,14716,613
7611,13-07-2020,Karnataka,38843,22750,15409,684
7612,14-07-2020,Karnataka,41581,24576,16248,757
7613,15-07-2020,Karnataka,44077,25845,17390,842
7614,16-07-2020,Karnataka,47253,27859,18466,928
7615,17-07-2020,Karnataka,51422,30661,19729,1032
7616,18-07-2020,Karnataka,55115,33211,20757,1147
7617,19-07-2020,Karnataka,59652,36637,21775,1240
7618,20-07-2020,Karnataka,63772,39376,23065,1331
7619,21-07-2020,Karnataka,67420,42222,23795,1403
7620,22-07-2020,Karnataka,71069,44146,25459,1464
7621,23-07-2020,Karnataka,75833,47075,27239,1519
7622,24-07-2020,Karnataka,80863,49937,29310,1616
7623,25-07-2020,Karnataka,85870,52799,31347,1724
7624,26-07-2020,Karnataka,90942,55396,33750,1796
7625,27-07-2020,Karnataka,96141,58425,35838,1878
7626,28-07-2020,Karnataka,101465,61827,37685,1953
7627,29-07-2020,Karnataka,107001,64442,40504,2055
7628,30-07-2020,Karnataka,112504,67456,42901,2147
7629,31-07-2020,Karnataka,118632,69708,46694,2230
7630,01-08-2020,Karnataka,124115,72013,49788,2314
7631,02-08-2020,Karnataka,129287,73227,53648,2412
7632,03-08-2020,Karnataka,134819,74598,57725,2496
7633,04-08-2020,Karnataka,139571,74477,62500,2594
7634,05-08-2020,Karnataka,145830,73854,69272,2704
7635,06-08-2020,Karnataka,151449,73966,74679,2804
7636,07-08-2020,Karnataka,158254,75076,80281,2897
7637,08-08-2020,Karnataka,164924,77694,84232,2998
7638,09-08-2020,Karnataka,172102,79773,89238,3091
7639,10-08-2020,Karnataka,178087,80981,93908,3198
7640,11-08-2020,Karnataka,182354,79916,99126,3312
7641,12-08-2020,Karnataka,188611,79614,105599,3398
7642,13-08-2020,Karnataka,196494,80351,112633,3510
7643,14-08-2020,Karnataka,203200,78345,121242,3613
7644,15-08-2020,Karnataka,211108,79209,128182,3717
7645,16-08-2020,Karnataka,219926,81284,134811,3831
7646,17-08-2020,Karnataka,226966,81528,141491,3947
7647,18-08-2020,Karnataka,233283,80659,148562,4062
7648,19-08-2020,Karnataka,240948,79798,156949,4201
7649,20-08-2020,Karnataka,249590,81113,164150,4327
7650,21-08-2020,Karnataka,256975,82165,170381,4429
7651,22-08-2020,Karnataka,264546,83082,176942,4522
7652,23-08-2020,Karnataka,271876,82693,184568,4615
7653,24-08-2020,Karnataka,277814,83567,189564,4683
7654,25-08-2020,Karnataka,283665,81230,197625,4810
7655,26-08-2020,Karnataka,291826,82429,204439,4958
7656,27-08-2020,Karnataka,300406,83627,211688,5091
7657,28-08-2020,Karnataka,309792,85006,219554,5232
7658,29-08-2020,Karnataka,318752,86366,227018,5368
7659,30-08-2020,Karnataka,327076,86465,235128,5483
7660,31-08-2020,Karnataka,335928,88110,242229,5589
7661,01-09-2020,Karnataka,342423,87254,249467,5702
7662,02-09-2020,Karnataka,351481,91018,254626,5837
7663,03-09-2020,Karnataka,361341,94478,260913,5950
7664,04-09-2020,Karnataka,370206,96117,268035,6054
7665,05-09-2020,Karnataka,379486,99120,274196,6170
7666,06-09-2020,Karnataka,389232,99636,283298,6298
7667,07-09-2020,Karnataka,398551,99285,292873,6393
7668,08-09-2020,Karnataka,404324,97020,300770,6534
7669,09-09-2020,Karnataka,412190,96937,308573,6680
7670,10-09-2020,Karnataka,421730,99489,315433,6808
7671,11-09-2020,Karnataka,430947,101556,322454,6937
7672,12-09-2020,Karnataka,440411,98345,334999,7067
7673,13-09-2020,Karnataka,449551,97834,344556,7161
7674,14-09-2020,Karnataka,459445,99222,352958,7265
7675,15-09-2020,Karnataka,467689,98482,361823,7384
7676,16-09-2020,Karnataka,475265,98555,369229,7481
7677,17-09-2020,Karnataka,484990,101645,375809,7536
7678,18-09-2020,Karnataka,494356,103650,383077,7629
7679,19-09-2020,Karnataka,502982,101148,394026,7808
7680,20-09-2020,Karnataka,511346,98583,404841,7922
7681,21-09-2020,Karnataka,519537,98062,413452,8023
7682,22-09-2020,Karnataka,526876,95354,423377,8145
7683,23-09-2020,Karnataka,533850,93172,432450,8228
7684,24-09-2020,Karnataka,540847,94671,437910,8266
7685,25-09-2020,Karnataka,548557,95568,444658,8331
7686,26-09-2020,Karnataka,557212,98493,450302,8417
7687,27-09-2020,Karnataka,566023,101801,455719,8503
7688,28-09-2020,Karnataka,575566,104743,462241,8582
7689,29-09-2020,Karnataka,582458,104067,469750,8641
7690,30-09-2020,Karnataka,592911,107756,476378,8777
7691,01-10-2020,Karnataka,601767,107635,485268,8864
7692,02-10-2020,Karnataka,611837,110431,492412,8994
7693,03-10-2020,Karnataka,620630,112005,499506,9119
7694,04-10-2020,Karnataka,630516,112802,508495,9219
7695,05-10-2020,Karnataka,640661,115593,515782,9286
7696,06-10-2020,Karnataka,647712,115496,522846,9370
7697,07-10-2020,Karnataka,657705,115170,533074,9461
7698,08-10-2020,Karnataka,668652,116172,542906,9574
7699,09-10-2020,Karnataka,679356,117162,552519,9675
7700,10-10-2020,Karnataka,690269,118870,561610,9789
7701,11-10-2020,Karnataka,700786,120948,569947,9891
7702,12-10-2020,Karnataka,710309,120289,580054,9966
7703,13-10-2020,Karnataka,717915,115795,592084,10036
7704,14-10-2020,Karnataka,726106,113478,602505,10123
7705,15-10-2020,Karnataka,735371,114006,611167,10198
7706,16-10-2020,Karnataka,743848,113557,620008,10283
7707,17-10-2020,Karnataka,751390,112446,628588,10356
7708,18-10-2020,Karnataka,758574,110666,637481,10427
7709,19-10-2020,Karnataka,765586,109283,645825,10478
7710,20-10-2020,Karnataka,770604,106233,653829,10542
7711,21-10-2020,Karnataka,776901,103964,662329,10608
7712,22-10-2020,Karnataka,782773,100459,671618,10696
7713,23-10-2020,Karnataka,788551,92946,684835,10770
7714,24-10-2020,Karnataka,793907,89502,693584,10821
7715,25-10-2020,Karnataka,798378,86768,700737,10873
7716,26-10-2020,Karnataka,802817,81069,710843,10905
7717,27-10-2020,Karnataka,805947,75442,719558,10947
7718,28-10-2020,Karnataka,809638,71349,727298,10991
7719,29-10-2020,Karnataka,812784,68180,733558,11046
7720,30-10-2020,Karnataka,816809,64499,741219,11091
7721,31-10-2020,Karnataka,820398,59518,749740,11140
7722,01-11-2020,Karnataka,823412,55036,757208,11168
7723,02-11-2020,Karnataka,827064,50611,765261,11192
7724,03-11-2020,Karnataka,829640,44824,773595,11221
7725,04-11-2020,Karnataka,832396,40414,780735,11247
7726,05-11-2020,Karnataka,835773,35712,788780,11281
7727,06-11-2020,Karnataka,838929,33114,794503,11312
7728,07-11-2020,Karnataka,841889,33338,797204,11347
7729,08-11-2020,Karnataka,844147,33339,799439,11369
7730,09-11-2020,Karnataka,846887,33697,801799,11391
7731,10-11-2020,Karnataka,848850,32955,804485,11410
7732,11-11-2020,Karnataka,851212,31082,808700,11430
7733,12-11-2020,Karnataka,853796,30762,811581,11453
7734,13-11-2020,Karnataka,855912,29489,814949,11474
7735,14-11-2020,Karnataka,857928,28045,818392,11491
7736,15-11-2020,Karnataka,860082,27984,820590,11508
7737,16-11-2020,Karnataka,861647,27165,822953,11529
7738,17-11-2020,Karnataka,862804,26122,825141,11541
7739,18-11-2020,Karnataka,864140,25342,827241,11557
7740,19-11-2020,Karnataka,865931,25165,829188,11578
7741,20-11-2020,Karnataka,867780,25188,830988,11604
7742,21-11-2020,Karnataka,869561,24771,833169,11621
7743,22-11-2020,Karnataka,871342,24733,834968,11641
7744,23-11-2020,Karnataka,873046,24887,836505,11654
7745,24-11-2020,Karnataka,874555,24727,838150,11678
7746,25-11-2020,Karnataka,876425,24631,840099,11695
7747,26-11-2020,Karnataka,878055,24909,841432,11714
7748,27-11-2020,Karnataka,879560,25335,842499,11726
7749,28-11-2020,Karnataka,881086,25398,843950,11738
7750,29-11-2020,Karnataka,882608,24776,846082,11750
7751,30-11-2020,Karnataka,883899,24522,847612,11765
7752,01-12-2020,Karnataka,884897,23298,849821,11778
7753,02-12-2020,Karnataka,886227,23728,850707,11792
7754,03-12-2020,Karnataka,887667,24169,851690,11808
7755,04-12-2020,Karnataka,889113,24708,852584,11821
7756,05-12-2020,Karnataka,890360,25065,853461,11834
7757,06-12-2020,Karnataka,891685,24978,854861,11846
7758,07-12-2020,Karnataka,893006,25400,855750,11856
7759,08-12-2020,Karnataka,894004,24786,857351,11867
7760,09-12-2020,Karnataka,895284,25034,858370,11880
7761,10-12-2020,Karnataka,896563,23075,861588,11900
7762,11-12-2020,Karnataka,897801,19225,866664,11912
7763,12-12-2020,Karnataka,899011,18612,868471,11928
7764,13-12-2020,Karnataka,900214,18273,870002,11939
7765,14-12-2020,Karnataka,901410,17428,872038,11944
7766,15-12-2020,Karnataka,902240,16084,874202,11954
7767,17-12-2020,Karnataka,904665,15495,877199,11971
7768,18-12-2020,Karnataka,905901,15224,878696,11981
7769,19-12-2020,Karnataka,907123,15399,879735,11989
7770,20-12-2020,Karnataka,908275,14389,881882,12004
7771,21-12-2020,Karnataka,909469,14516,882944,12009
7772,22-12-2020,Karnataka,910241,14020,884205,12016
7773,23-12-2020,Karnataka,911382,14012,885341,12029
7774,24-12-2020,Karnataka,912340,13755,886547,12038
7775,25-12-2020,Karnataka,913483,13629,887815,12039
7776,26-12-2020,Karnataka,914488,13527,888917,12044
7777,27-12-2020,Karnataka,915345,13413,889881,12051
7778,28-12-2020,Karnataka,916256,13099,891095,12062
7779,29-12-2020,Karnataka,916909,12566,892273,12070
7780,30-12-2020,Karnataka,917571,11880,893617,12074
7781,31-12-2020,Karnataka,918544,11629,894834,12081
7782,03-01-2021,Karnataka,921128,10853,898176,12099
7783,04-01-2021,Karnataka,921938,10912,898919,12107
7784,05-01-2021,Karnataka,922538,10226,900202,12110
7785,06-01-2021,Karnataka,923353,9656,901579,12118
7786,07-01-2021,Karnataka,924137,9196,902817,12124
7787,08-01-2021,Karnataka,924898,9138,903629,12131
7788,09-01-2021,Karnataka,925868,9448,904286,12134
7789,10-01-2021,Karnataka,926767,9471,905158,12138
7790,11-01-2021,Karnataka,927559,9668,905751,12140
7791,12-01-2021,Karnataka,928055,9363,906548,12144
7792,13-01-2021,Karnataka,928806,8928,907729,12149
7793,14-01-2021,Karnataka,929552,8906,908494,12152
7794,15-01-2021,Karnataka,929960,8747,909058,12155
7795,16-01-2021,Karnataka,930668,8809,909701,12158
7796,17-01-2021,Karnataka,931252,8713,910377,12162
7797,18-01-2021,Karnataka,931997,8599,911232,12166
7798,19-01-2021,Karnataka,932432,8052,912205,12175
7799,20-01-2021,Karnataka,933077,7884,913012,12181
7800,21-01-2021,Karnataka,933578,7716,913677,12185
7801,22-01-2021,Karnataka,934252,7573,914492,12187
7802,23-01-2021,Karnataka,934576,7004,915382,12190
7803,24-01-2021,Karnataka,935478,7361,915924,12193
7804,25-01-2021,Karnataka,936051,7529,916325,12197
7805,27-01-2021,Karnataka,936955,6652,918099,12204
7806,28-01-2021,Karnataka,937383,6317,918859,12207
7807,29-01-2021,Karnataka,937933,6221,919503,12209
7808,30-01-2021,Karnataka,938401,6080,920110,12211
7809,31-01-2021,Karnataka,938865,5995,920657,12213
7810,01-02-2021,Karnataka,939387,6048,921122,12217
7811,02-02-2021,Karnataka,939775,5963,921592,12220
7812,03-02-2021,Karnataka,940170,5943,922004,12223
7813,04-02-2021,Karnataka,940596,5934,922437,12225
7814,05-02-2021,Karnataka,941070,5936,922907,12227
7815,06-02-2021,Karnataka,941500,5893,923377,12230
7816,07-02-2021,Karnataka,942031,5987,923811,12233
7817,08-02-2021,Karnataka,942518,5978,924304,12236
7818,09-02-2021,Karnataka,942846,5953,924654,12239
7819,10-02-2021,Karnataka,943212,5804,925167,12241
7820,11-02-2021,Karnataka,943627,5894,925489,12244
7821,12-02-2021,Karnataka,944057,5977,925829,12251
7822,13-02-2021,Karnataka,944437,5944,926234,12259
7823,14-02-2021,Karnataka,944856,5929,926664,12263
7824,15-02-2021,Karnataka,945270,5855,927150,12265
7825,16-02-2021,Karnataka,945638,5791,927580,12267
7826,17-02-2021,Karnataka,946076,5879,927924,12273
7827,18-02-2021,Karnataka,946454,5717,928461,12276
7828,19-02-2021,Karnataka,946860,5811,928767,12282
7829,20-02-2021,Karnataka,947246,5901,929058,12287
7830,21-02-2021,Karnataka,947736,5997,929447,12292
7831,22-02-2021,Karnataka,948149,6055,929800,12294
7832,23-02-2021,Karnataka,948466,6080,930087,12299
7833,24-02-2021,Karnataka,948849,6081,930465,12303
7834,25-02-2021,Karnataka,949183,6096,930778,12309
7835,26-02-2021,Karnataka,949636,5595,931725,12316
7836,27-02-2021,Karnataka,950207,5520,932367,12320
7837,01-03-2021,Karnataka,951251,5823,933097,12331
7838,02-03-2021,Karnataka,951600,5843,933421,12336
7839,03-03-2021,Karnataka,952037,5964,933730,12343
7840,04-03-2021,Karnataka,952565,6076,934143,12346
7841,06-03-2021,Karnataka,953813,6393,935066,12354
7842,07-03-2021,Karnataka,954393,6613,935421,12359
7843,08-03-2021,Karnataka,955015,6881,935772,12362
7844,09-03-2021,Karnataka,955451,6834,936250,12367
7845,10-03-2021,Karnataka,956041,7052,936616,12373
7846,11-03-2021,Karnataka,956801,7475,936947,12379
7847,13-03-2021,Karnataka,958417,8133,937898,12386
7848,14-03-2021,Karnataka,959338,8061,938890,12387
7849,15-03-2021,Karnataka,960272,8383,939499,12390
7850,16-03-2021,Karnataka,961204,8879,939928,12397
7851,17-03-2021,Karnataka,962339,9447,940489,12403
7852,18-03-2021,Karnataka,963614,10239,940968,12407
7853,19-03-2021,Karnataka,965102,11378,941309,12415
7854,20-03-2021,Karnataka,966689,12086,942178,12425
7855,21-03-2021,Karnataka,968487,12847,943208,12432
7856,22-03-2021,Karnataka,970202,13512,944256,12434
7857,23-03-2021,Karnataka,971647,14286,944917,12444
7858,24-03-2021,Karnataka,973657,15614,945594,12449
7859,25-03-2021,Karnataka,975955,16905,946589,12461
7860,27-03-2021,Karnataka,981044,19572,948988,12484
7861,28-03-2021,Karnataka,983930,21271,950167,12492
7862,29-03-2021,Karnataka,987012,23056,951452,12504
7863,30-03-2021,Karnataka,989804,23868,953416,12520
7864,31-03-2021,Karnataka,992779,25560,954678,12541
7865,01-04-2021,Karnataka,997004,28267,956170,12567
7866,02-04-2021,Karnataka,1001238,30884,957769,12585
7867,03-04-2021,Karnataka,1006229,34238,959400,12591
7868,04-04-2021,Karnataka,1010602,36633,961359,12610
7869,05-04-2021,Karnataka,1015155,39111,963419,12625
7870,06-04-2021,Karnataka,1020434,42502,965275,12657
7871,07-04-2021,Karnataka,1026584,45126,968762,12696
7872,08-04-2021,Karnataka,1033560,49273,971556,12731
7873,09-04-2021,Karnataka,1040130,53414,973949,12767
7874,10-04-2021,Karnataka,1048085,58103,977169,12813
7875,11-04-2021,Karnataka,1055040,61672,980519,12849
7876,12-04-2021,Karnataka,1065290,69244,983157,12889
7877,13-04-2021,Karnataka,1074869,76004,985924,12941
7878,14-04-2021,Karnataka,1083647,78636,992003,13008
7879,15-04-2021,Karnataka,1094912,85499,996367,13046
7880,16-04-2021,Karnataka,1109650,96580,999958,13112
7881,17-04-2021,Karnataka,1124509,107334,1003985,13190
7882,18-04-2021,Karnataka,1141998,119179,1009549,13270
7883,19-04-2021,Karnataka,1161065,133562,1014152,13351
7884,20-04-2021,Karnataka,1176850,142103,1021250,13497
7885,21-04-2021,Karnataka,1198644,159177,1025821,13646
7886,22-04-2021,Karnataka,1222202,176207,1032233,13762
7887,23-04-2021,Karnataka,1247997,196255,1037857,13885
7888,24-04-2021,Karnataka,1274959,214330,1046554,14075
7889,25-04-2021,Karnataka,1304397,234502,1055612,14283
7890,26-04-2021,Karnataka,1339201,262181,1062594,14426
7891,27-04-2021,Karnataka,1368945,281061,1073257,14627
7892,28-04-2021,Karnataka,1400775,301918,1084050,14807
7893,29-04-2021,Karnataka,1439822,328903,1095883,15036
7894,30-04-2021,Karnataka,1474846,349515,1110025,15306
7895,01-05-2021,Karnataka,1523142,382710,1124909,15523
7896,02-05-2021,Karnataka,1564132,405088,1143250,15794
7897,03-05-2021,Karnataka,1601865,421456,1164398,16011
7898,04-05-2021,Karnataka,1646303,444754,1185299,16250
7899,05-05-2021,Karnataka,1690934,464383,1210013,16538
7900,06-05-2021,Karnataka,1741046,487308,1236854,16884
7901,07-05-2021,Karnataka,1790104,517095,1255797,17212
7902,08-05-2021,Karnataka,1838885,536661,1284420,17804
7903,09-05-2021,Karnataka,1886448,548861,1319301,18286
7904,10-05-2021,Karnataka,1934378,564505,1351097,18776
7905,11-05-2021,Karnataka,1973683,571026,1383285,19372
7906,12-05-2021,Karnataka,2013193,587472,1405869,19852
7907,13-05-2021,Karnataka,2053191,592202,1440621,20368
7908,14-05-2021,Karnataka,2053191,592202,1440621,20368
7909,15-05-2021,Karnataka,2088488,593098,1474678,20712
7910,16-05-2021,Karnataka,2171931,605515,1544982,21434
7911,17-05-2021,Karnataka,2203462,600168,1581457,21837
7912,18-05-2021,Karnataka,2242065,603660,1616092,22313
7913,19-05-2021,Karnataka,2272374,575049,1674487,22838
7914,20-05-2021,Karnataka,2306655,558911,1724438,23306
7915,21-05-2021,Karnataka,2335524,534975,1776695,23854
7916,22-05-2021,Karnataka,2367742,514259,1829276,24207
7917,23-05-2021,Karnataka,2398925,483225,1891042,24658
7918,24-05-2021,Karnataka,2424904,473007,1926615,25282
7919,25-05-2021,Karnataka,2450215,440456,1983948,25811
7920,26-05-2021,Karnataka,2472973,424402,2022172,26399
7921,27-05-2021,Karnataka,2499784,409945,2062910,26929
7922,28-05-2021,Karnataka,2523998,402224,2094369,27405
7923,30-05-2021,Karnataka,2567449,350087,2189064,28298
7924,31-05-2021,Karnataka,2587827,342031,2217117,28679
7925,01-06-2021,Karnataka,2604431,313751,2261590,29090
7926,02-06-2021,Karnataka,2618735,298320,2290861,29554
7927,03-06-2021,Karnataka,2635122,293045,2312060,30017
7928,04-06-2021,Karnataka,2653446,286819,2336096,30531
7929,05-06-2021,Karnataka,2669514,280207,2358412,30895
7930,06-06-2021,Karnataka,2683314,268296,2383758,31260
7931,07-06-2021,Karnataka,2695523,254526,2409417,31580
7932,08-06-2021,Karnataka,2707481,238845,2436716,31920
7933,09-06-2021,Karnataka,2717289,225025,2460165,32099
7934,10-06-2021,Karnataka,2728248,215546,2480411,32291
7935,11-06-2021,Karnataka,2739290,210673,2496132,32485
7936,12-06-2021,Karnataka,2747539,203790,2511105,32644
7937,13-06-2021,Karnataka,2757324,191817,2532719,32788
7938,14-06-2021,Karnataka,2765134,180856,2551365,32913
7939,15-06-2021,Karnataka,2771969,172162,2566774,33033
7940,16-06-2021,Karnataka,2777010,162303,2581559,33148
7941,17-06-2021,Karnataka,2784355,151587,2599472,33296
7942,18-06-2021,Karnataka,2790338,146747,2610157,33434
7943,19-06-2021,Karnataka,2796121,137072,2625447,33602
7944,20-06-2021,Karnataka,2801936,130894,2637279,33763
7945,21-06-2021,Karnataka,2806453,126835,2645735,33883
7946,22-06-2021,Karnataka,2811320,123156,2654139,34025
7947,23-06-2021,Karnataka,2815029,118615,2662250,34164
7948,25-06-2021,Karnataka,2823444,110546,2678473,34425
7949,26-06-2021,Karnataka,2826754,107218,2684997,34539
7950,27-06-2021,Karnataka,2831026,105249,2691123,34654
7951,28-06-2021,Karnataka,2834630,101065,2698822,34743
7952,29-06-2021,Karnataka,2837206,97615,2704755,34836
7953,30-06-2021,Karnataka,2840428,86020,2719479,34929
7954,01-07-2021,Karnataka,2843810,76528,2732242,35040
7955,02-07-2021,Karnataka,2847013,65335,2746544,35134
7956,03-07-2021,Karnataka,2849997,53894,2760881,35222
7957,04-07-2021,Karnataka,2852079,48139,2768632,35308
7958,05-07-2021,Karnataka,2853643,44869,2773407,35367
7959,06-07-2021,Karnataka,2856491,42019,2779038,35434
7960,07-07-2021,Karnataka,2859595,40039,2784030,35526
7961,08-07-2021,Karnataka,2862338,39626,2787111,35601
7962,09-07-2021,Karnataka,2864868,38752,2790453,35663
7963,10-07-2021,Karnataka,2867158,37929,2793498,35731
7964,11-07-2021,Karnataka,2869320,37164,2796377,35779
7965,12-07-2021,Karnataka,2871298,36760,2798703,35835
7966,13-07-2021,Karnataka,2872684,34881,2801907,35896
7967,14-07-2021,Karnataka,2874597,34257,2804396,35944
7968,12-03-2020,Kerala,17,14,3,0
7969,13-03-2020,Kerala,17,14,3,0
7970,14-03-2020,Kerala,19,16,3,0
7971,15-03-2020,Kerala,22,19,3,0
7972,16-03-2020,Kerala,23,20,3,0
7973,17-03-2020,Kerala,26,23,3,0
7974,18-03-2020,Kerala,27,24,3,0
7975,19-03-2020,Kerala,27,24,3,0
7976,20-03-2020,Kerala,28,25,3,0
7977,21-03-2020,Kerala,40,37,3,0
7978,22-03-2020,Kerala,52,49,3,0
7979,23-03-2020,Kerala,67,64,3,0
7980,24-03-2020,Kerala,95,91,4,0
7981,25-03-2020,Kerala,95,91,4,0
7982,26-03-2020,Kerala,118,114,4,0
7983,27-03-2020,Kerala,137,126,11,0
7984,28-03-2020,Kerala,176,165,11,0
7985,29-03-2020,Kerala,182,166,15,1
7986,30-03-2020,Kerala,194,174,19,1
7987,31-03-2020,Kerala,234,214,19,1
7988,01-04-2020,Kerala,241,216,23,2
7989,02-04-2020,Kerala,265,238,25,2
7990,03-04-2020,Kerala,286,257,27,2
7991,04-04-2020,Kerala,295,252,41,2
7992,05-04-2020,Kerala,306,255,49,2
7993,06-04-2020,Kerala,314,257,55,2
7994,07-04-2020,Kerala,327,267,58,2
7995,08-04-2020,Kerala,336,264,70,2
7996,09-04-2020,Kerala,345,260,83,2
7997,10-04-2020,Kerala,357,259,96,2
7998,11-04-2020,Kerala,364,239,123,2
7999,12-04-2020,Kerala,364,239,123,2
8000,13-04-2020,Kerala,376,195,179,2
8001,14-04-2020,Kerala,379,178,198,3
8002,15-04-2020,Kerala,387,173,211,3
8003,16-04-2020,Kerala,388,167,218,3
8004,17-04-2020,Kerala,395,147,245,3
8005,18-04-2020,Kerala,396,138,255,3
8006,19-04-2020,Kerala,400,140,257,3
8007,20-04-2020,Kerala,402,129,270,3
8008,21-04-2020,Kerala,408,114,291,3
8009,22-04-2020,Kerala,427,117,307,3
8010,23-04-2020,Kerala,438,112,323,3
8011,24-04-2020,Kerala,447,120,324,3
8012,25-04-2020,Kerala,450,116,331,3
8013,26-04-2020,Kerala,457,115,338,4
8014,27-04-2020,Kerala,458,116,338,4
8015,28-04-2020,Kerala,481,122,355,4
8016,29-04-2020,Kerala,485,122,359,4
8017,30-04-2020,Kerala,495,122,369,4
8018,01-05-2020,Kerala,497,110,383,4
8019,02-05-2020,Kerala,497,101,392,4
8020,03-05-2020,Kerala,499,95,400,4
8021,04-05-2020,Kerala,500,95,401,4
8022,05-05-2020,Kerala,500,34,462,4
8023,06-05-2020,Kerala,502,36,462,4
8024,07-05-2020,Kerala,503,30,469,4
8025,08-05-2020,Kerala,503,25,474,4
8026,09-05-2020,Kerala,503,15,484,4
8027,10-05-2020,Kerala,505,16,485,4
8028,11-05-2020,Kerala,512,19,489,4
8029,12-05-2020,Kerala,519,26,489,4
8030,13-05-2020,Kerala,524,31,489,4
8031,14-05-2020,Kerala,534,40,490,4
8032,15-05-2020,Kerala,560,65,491,4
8033,16-05-2020,Kerala,576,80,492,4
8034,17-05-2020,Kerala,587,88,495,4
8035,18-05-2020,Kerala,601,100,497,4
8036,19-05-2020,Kerala,630,129,497,4
8037,20-05-2020,Kerala,642,141,497,4
8038,21-05-2020,Kerala,666,160,502,4
8039,22-05-2020,Kerala,690,176,510,4
8040,23-05-2020,Kerala,732,216,512,4
8041,24-05-2020,Kerala,795,276,515,4
8042,25-05-2020,Kerala,847,322,521,4
8043,26-05-2020,Kerala,896,359,532,5
8044,27-05-2020,Kerala,963,415,542,6
8045,28-05-2020,Kerala,1004,445,552,7
8046,29-05-2020,Kerala,1088,526,555,7
8047,30-05-2020,Kerala,1150,577,565,8
8048,31-05-2020,Kerala,1208,624,575,9
8049,01-06-2020,Kerala,1269,670,590,9
8050,02-06-2020,Kerala,1326,708,608,10
8051,03-06-2020,Kerala,1412,774,627,11
8052,04-06-2020,Kerala,1494,832,651,11
8053,05-06-2020,Kerala,1588,884,690,14
8054,06-06-2020,Kerala,1699,973,712,14
8055,07-06-2020,Kerala,1807,1030,762,15
8056,08-06-2020,Kerala,1914,1096,803,15
8057,09-06-2020,Kerala,2005,1175,814,16
8058,10-06-2020,Kerala,2096,1232,848,16
8059,11-06-2020,Kerala,2161,1238,905,18
8060,12-06-2020,Kerala,2244,1258,968,18
8061,13-06-2020,Kerala,2322,1303,1000,19
8062,14-06-2020,Kerala,2407,1342,1046,19
8063,15-06-2020,Kerala,2461,1340,1102,19
8064,16-06-2020,Kerala,2543,1348,1175,20
8065,17-06-2020,Kerala,2622,1366,1236,20
8066,18-06-2020,Kerala,2697,1351,1326,20
8067,19-06-2020,Kerala,2794,1358,1415,21
8068,20-06-2020,Kerala,2912,1380,1511,21
8069,21-06-2020,Kerala,3039,1450,1568,21
8070,22-06-2020,Kerala,3172,1490,1661,21
8071,23-06-2020,Kerala,3310,1540,1749,21
8072,24-06-2020,Kerala,3451,1620,1809,22
8073,25-06-2020,Kerala,3603,1693,1888,22
8074,26-06-2020,Kerala,3726,1761,1943,22
8075,27-06-2020,Kerala,3876,1846,2008,22
8076,28-06-2020,Kerala,4071,1939,2110,22
8077,29-06-2020,Kerala,4189,2015,2152,22
8078,30-06-2020,Kerala,4189,2015,2152,22
